epoch,abdomen,abdomen_tip,head,l_antenna_joint,l_antenna_tip,l_leg_1,l_leg_2,l_leg_3,l_mandible,loss,lr,r_antenna_joint,r_antenna_tip,r_leg_1,r_leg_2,r_leg_3,r_mandible,tag,thorax,val_abdomen,val_abdomen_tip,val_head,val_l_antenna_joint,val_l_antenna_tip,val_l_leg_1,val_l_leg_2,val_l_leg_3,val_l_mandible,val_loss,val_r_antenna_joint,val_r_antenna_tip,val_r_leg_1,val_r_leg_2,val_r_leg_3,val_r_mandible,val_tag,val_thorax
12,0.0002571666846051812,0.00027102770400233567,0.0002506774035282433,0.00047021222417242825,0.0006843684823252261,0.0007376745925284922,0.0005727611132897437,0.0005649158265441656,0.0004047050897497684,0.00046949475654400885,1e-04,0.000464205484604463,0.0006900174194015563,0.000711604196112603,0.0005593647947534919,0.0005991051439195871,0.00040192765300162137,0.0001365574134979397,0.0002051160263363272,0.00022648520825896412,0.00025480540352873504,0.00023869935830589384,0.00044755515409633517,0.0006972313276492059,0.0006989285466261208,0.0006313641788437963,0.000558429688680917,0.0003833541995845735,0.0004573941696435213,0.00045704940566793084,0.0006721428944729269,0.0006906593916937709,0.0005702981143258512,0.0005795476026833057,0.00037320461706258357,0.00011083779099863023,0.0001851069973781705
13,0.00025997086777351797,0.0002796759072225541,0.00025560654466971755,0.0004398003511596471,0.000647608598228544,0.0006871470250189304,0.0005541805876418948,0.0005516941891983151,0.000396056508179754,0.000451780972070992,1e-04,0.00045048081665299833,0.0006450386135838926,0.0006833237130194902,0.0005356293404474854,0.0005522591527551413,0.0003996870364062488,0.00013463059440255165,0.0002074881485896185,0.0002608757058624178,0.00028846089844591916,0.0002596084668766707,0.0004569089796859771,0.0006227237172424793,0.000685785838868469,0.0005516455275937915,0.0005594645626842976,0.00040053235716186464,0.00045873047201894224,0.00047172303311526775,0.0006851154030300677,0.0007013292051851749,0.0005327819380909204,0.0005644518532790244,0.0003895937989000231,0.00014729877875652164,0.0002201174502260983
14,0.00025404387270100415,0.00027164266793988645,0.00025149754947051406,0.0004282075387891382,0.0006203234079293907,0.0006673759198747575,0.0005201846361160278,0.0005168425268493593,0.0003847034531645477,0.0004356378340162337,1e-04,0.0004374805139377713,0.0006235911278054118,0.0006729840533807874,0.0005159858847036958,0.0005243563209660351,0.00037784097366966307,0.0001372840633848682,0.00020149812917225063,0.0002297035971423611,0.00025914295110851526,0.00023902243992779404,0.0004254409286659211,0.000609808717854321,0.000645653810352087,0.0005026738508604467,0.0004974446492269635,0.0003295817878097296,0.0004163634730502963,0.00038924190448597074,0.0006091289105825126,0.0006523893680423498,0.0005014921189285815,0.0005302073550410569,0.0003350783954374492,0.0001302757882513106,0.0001918907364597544
15,0.0002481898700352758,0.00026370794512331486,0.00024542820756323636,0.00041315500857308507,0.0005977898254059255,0.000643715902697295,0.0005023045814596117,0.0004835053696297109,0.0003626959805842489,0.00041878598858602345,1e-04,0.00041616259841248393,0.0005947226309217513,0.0006404053419828415,0.0004924785462208092,0.0005096080130897462,0.00036775722401216626,0.0001391706318827346,0.00019856696599163115,0.0002157177368644625,0.0002469339524395764,0.00020535563817247748,0.00035832819412462413,0.0005729447002522647,0.0006118406890891492,0.00046484245103783906,0.0004727011255454272,0.00031231381581164896,0.0003862096054945141,0.0003826137399300933,0.0005595469265244901,0.0006036738050170243,0.0004906294634565711,0.00046607674448750913,0.0003204017411917448,0.00011438430374255404,0.00016726097965147346
16,0.0002421907993266359,0.0002607722708489746,0.00024620737531222403,0.00041200255509465933,0.0005853892653249204,0.0006333172786980867,0.0004773079708684236,0.0004759914299938828,0.00037183400127105415,0.0004142976540606469,1e-04,0.00040928192902356386,0.0005949269398115575,0.0006237364723347127,0.0004999735974706709,0.0004980259109288454,0.00037403369788080454,0.00014104988076724112,0.00019702146528288722,0.00023862648231443018,0.00025925575755536556,0.0002461122057866305,0.0004273179220035672,0.0006058801081962883,0.0006516417488455772,0.0005053060594946146,0.0004950148286297917,0.00035936993663199246,0.00041607380262576044,0.0004064291133545339,0.0006034413818269968,0.0006053883698768914,0.0004926309920847416,0.0004789544618688524,0.0003590009000618011,0.00014290511899162084,0.0001959771616384387
17,0.00023982093262020499,0.0002600942680146545,0.0002367299166508019,0.0003809248155448586,0.000573313853237778,0.0005934459622949362,0.000458293390693143,0.00044289720244705677,0.0003539955650921911,0.00039662199560552835,1e-04,0.0003901283198501915,0.0005769695271737874,0.0006129030953161418,0.0004814782296307385,0.00047816691221669316,0.0003476551210042089,0.00013225134171079844,0.00018350340542383492,0.00025450511020608246,0.00029598159017041326,0.0002562806766945869,0.00041160083492286503,0.000647617329377681,0.0006357615347951651,0.0004893353907391429,0.0004993233014829457,0.00038077763747423887,0.00042237967136316,0.00040889906813390553,0.0005970742204226553,0.0006019370630383492,0.0004700405988842249,0.0004846445517614484,0.00037515026633627713,0.00016284464800264686,0.00020867979037575424
18,0.00022032241395208985,0.0002424328267807141,0.0002250090183224529,0.00037374155363067985,0.0005619631265290082,0.0005995779065415263,0.0004438658361323178,0.0004362468607723713,0.00034574695746414363,0.00037974806036800146,1e-04,0.00037229093140922487,0.0005456253420561552,0.0005707297241315246,0.0004348008369561285,0.00044953281758353114,0.00034207027056254447,0.00011857098434120417,0.00017318973550572991,0.00022217966034077108,0.00024008950276765972,0.00020490147289820015,0.0003865876642521471,0.0005337961483746767,0.0006030527292750776,0.0004766365746036172,0.00042318343184888363,0.0003027869970537722,0.00037388477358035743,0.00035118209780193865,0.0005558754201047122,0.0005513171781785786,0.00045142232556827366,0.0004678773693740368,0.00029376125894486904,0.00011829099094029516,0.0001731001539155841
19,0.0002193726977566257,0.00024022776051424444,0.00022405543131753802,0.00036814011400565505,0.0005502302665263414,0.0005908547900617123,0.0004324534093029797,0.0004293224774301052,0.0003323048586025834,0.0003730359603650868,1e-04,0.0003657436172943562,0.0005322769284248352,0.000550893775653094,0.00043479440500959754,0.00043979083420708776,0.00033951454679481685,0.00012032575614284724,0.00017130948253907263,0.00023201917065307498,0.00026562396669760346,0.0002717544266488403,0.00037529764813371,0.0005750890704803169,0.0006115584401413798,0.00046813394874334335,0.00043986813398078084,0.00034865998895838857,0.00040051195537671447,0.0003833549271803349,0.0005675082793459296,0.000573272816836834,0.0004680455895140767,0.0004927868139930069,0.00036642077611759305,0.00016578951908741146,0.00020352142746560276
20,0.0002244428760604933,0.00024013502115849406,0.0002143378515029326,0.0003487487556412816,0.0005357015761546791,0.0005598993739113212,0.00040722882840782404,0.00041942865937016904,0.0003188530681654811,0.00036287744296714664,1e-04,0.00034867413341999054,0.0005314595182426274,0.000547501549590379,0.000425140984589234,0.00043664759141393006,0.0003214108874090016,0.0001222341088578105,0.00016707056784071028,0.00020855454204138368,0.00023362414503935724,0.00022603454999625683,0.00036233276478014886,0.0005705248331651092,0.0005820991937071085,0.0004353077965788543,0.0004099125217180699,0.00031315922387875617,0.0003737964725587517,0.0004033943696413189,0.000557201390620321,0.000528767763171345,0.00045527133625000715,0.00043332786299288273,0.00031670063617639244,0.0001333235704805702,0.00018500185979064554
21,0.00021174459834583104,0.0002361330989515409,0.00021579205349553376,0.0003463267348706722,0.0005181225715205073,0.0005504576256498694,0.00040294628706760705,0.00038968861917965114,0.00031164693064056337,0.0003533497219905257,1e-04,0.00034626529668457806,0.0005199493607506156,0.0005381752853281796,0.00040707335574552417,0.00040918096783570945,0.00031384415342472494,0.00011941653065150604,0.00017018230573739856,0.00021121295867487788,0.0002311989082954824,0.00021228304831311107,0.00036138552241027355,0.0005449333693832159,0.0005762730725109577,0.0004182109551038593,0.000378838594770059,0.0003207738627679646,0.00035849111736752093,0.0003521955804899335,0.0005222263862378895,0.0005247180233709514,0.0004190040344838053,0.00040077694575302303,0.00031735861557535827,0.00012579032045323402,0.0001771676033968106
22,0.00020216757548041642,0.00022164052643347532,0.00020614983804989606,0.00033505732426419854,0.0004974399344064295,0.0005221227183938026,0.00039425186696462333,0.00038688420318067074,0.00029342001653276384,0.0003388750192243606,1e-04,0.00033011066261678934,0.000496229506097734,0.0005287295789457858,0.000382120197173208,0.00039694082806818187,0.0002970663190353662,0.00011270021786913276,0.00015784366405569017,0.00022627075668424368,0.0002582291199360043,0.00022335120593197644,0.00034426842466928065,0.000531312427483499,0.0005336949252523482,0.0004148557782173157,0.0004208380123600364,0.0003019695868715644,0.0003651920997072011,0.00036575531703419983,0.0005278003518469632,0.0005759632913395762,0.00042533400119282305,0.0004135927592869848,0.00031716955709271133,0.00014085874136071652,0.00018700021610129625
23,0.00020683821639977396,0.00022481990163214505,0.00021426117746159434,0.00032834435114637017,0.0004988560103811324,0.0005324723315425217,0.0003952987026423216,0.0003846042964141816,0.0003093707200605422,0.00034364263410679996,1e-04,0.000349772977642715,0.0005046854494139552,0.0005194326513446867,0.00038775167195126414,0.00039294734597206116,0.00030991091625764966,0.0001183547792606987,0.00016420376778114587,0.00023636243713553995,0.00024969541118480265,0.0002236828295281157,0.00035017792833968997,0.0005158389103598893,0.0005218517035245895,0.0004163907142356038,0.0004244052979629487,0.00031817995477467775,0.0003614156157709658,0.00035467767156660557,0.0005280659534037113,0.0005408480064943433,0.0004288729396648705,0.0004268534539733082,0.00031177926575765014,0.00012621995119843632,0.00017016312631312758
24,0.00020970722835045308,0.0002307709219167009,0.00021717275376431644,0.0003405639436095953,0.0005040599498897791,0.0005105839809402823,0.0003907373466063291,0.0003881757438648492,0.0003100831527262926,0.0003431831137277186,1e-04,0.00032881146762520075,0.0004953565658070147,0.0005263980128802359,0.0003839139826595783,0.00039597228169441223,0.00030210454133339226,0.00012930927914567292,0.00017039504018612206,0.00022928963880985975,0.0002555902174208313,0.00022172744502313435,0.00033256778260692954,0.0004915131721645594,0.0005200229352340102,0.00042806306737475097,0.00040920558967627585,0.00029226051992736757,0.0003506263892631978,0.0003319199022371322,0.0004833267885260284,0.0005505199078470469,0.0003932081745006144,0.00041284345206804574,0.0003084910858888179,0.0001215777374454774,0.00017852152814157307
25,0.0002013576013268903,0.0002224323689006269,0.00020582671277225018,0.00031753204530104995,0.0004892928991466761,0.0005084216245450079,0.000365529180271551,0.0003605852252803743,0.00029181165155023336,0.0003297684306744486,1e-04,0.0003237885539419949,0.000491051294375211,0.0005071960622444749,0.00038284165202639997,0.00038058875361457467,0.00029060165979899466,0.00011265738430665806,0.0001545496634207666,0.00022370288206730038,0.00024307347484864295,0.00022597916540689766,0.0003301843535155058,0.0005008952575735748,0.0005401886301115155,0.000413922214647755,0.00037258758675307035,0.0003074720152653754,0.0003469392249826342,0.0003259641816839576,0.00047667225589975715,0.0005095014930702746,0.00039367287536151707,0.0003859197604469955,0.0003138704923912883,0.00014008887228555977,0.0001942706439876929
26,0.000187843746971339,0.00021128595108166337,0.0002036374935414642,0.0003107463999185711,0.00047767141950316727,0.0004906211397610605,0.0003626689431257546,0.0003540436446201056,0.0002816195192281157,0.00032088608713820577,1e-04,0.0003145270165987313,0.00047399182221852243,0.0005078650428913534,0.0003653618914540857,0.0003653277235571295,0.0002829504373949021,0.00010804348858073354,0.00015686090046074241,0.0002194576372858137,0.00023959821555763483,0.0002274695289088413,0.00033399119274690747,0.0005028239684179425,0.0005091908387839794,0.00040972966235131025,0.0003623794764280319,0.0003001246368512511,0.0003478633298072964,0.0003526727086864412,0.0004890084965154529,0.0005449845921248198,0.0003978563181590289,0.0003985824005212635,0.00030544534092769027,0.000141692697070539,0.0001786702050594613
27,0.00020046954159624875,0.00021913857199251652,0.00020841782679781318,0.00031778437551110983,0.00048705097287893295,0.0004960973747074604,0.00037052520201541483,0.00035441864747554064,0.0002928586327470839,0.0003246410342399031,1e-04,0.00031407648930326104,0.0004631795745808631,0.0004895820165984333,0.0003708596050273627,0.00036918435944244266,0.00028840394224971533,0.00011659591109491885,0.00016025239892769605,0.00021636222663801163,0.0002469424798619002,0.00022774144599679857,0.0003225932887289673,0.00046850944636389613,0.00047391015687026083,0.0003669647267088294,0.0003862765443045646,0.0003215360047761351,0.0003398433036636561,0.00032475474290549755,0.000480004062410444,0.0005167401977814734,0.0004004114307463169,0.00038565555587410927,0.0003129274700768292,0.00014016225759405643,0.0001858447794802487
28,0.00019508549303282052,0.00021442605066113174,0.0002060286933556199,0.0003111578116659075,0.00045631962711922824,0.00048661718028597534,0.00036698317853733897,0.00035295981797389686,0.00028280250262469053,0.00031968153780326247,1e-04,0.0003117700107395649,0.0004742873425129801,0.000489123456645757,0.0003635599568951875,0.00036293891025707126,0.0002844612463377416,0.00011815889592980966,0.00015790399629622698,0.0002120857243426144,0.00024341804964933544,0.0002302309003425762,0.0003403348382562399,0.000498022127430886,0.000529178068973124,0.00040429443470202386,0.00035699171712622046,0.0003019317227881402,0.00034200854133814573,0.0003146948292851448,0.0004790724196936935,0.0005227894289419055,0.00037525236257351935,0.0003845474566332996,0.0002972599759232253,0.0001385357609251514,0.00018550603999756277
29,0.0001985465787583962,0.0002181188901886344,0.00021023306180723011,0.00031153339659795165,0.0004758179420605302,0.0004911578143946826,0.0003616775502450764,0.0003596851893234998,0.00029652105877175927,0.0003239898942410946,1e-04,0.00031816272530704737,0.0004672540526371449,0.00048548742779530585,0.0003701875975821167,0.0003650285361800343,0.00029408937552943826,0.00011961776181124151,0.0001647105091251433,0.0002244771458208561,0.00025387966888956726,0.0002166213671443984,0.00032292617834173143,0.0004647273162845522,0.000508738390635699,0.00039128627395257354,0.00041000143392011523,0.00029166339663788676,0.0003389124758541584,0.00033148485817946494,0.00048109586350619793,0.00047400608309544623,0.00038750882958993316,0.000375268078641966,0.0002994798996951431,0.00014158878184389323,0.00018675759201869369
30,0.0001999269297812134,0.00022199744125828147,0.0002073040377581492,0.00030737093766219914,0.0004596050421241671,0.0004839973116759211,0.00036465408629737794,0.0003499868616927415,0.00027922383742406964,0.0003180435742251575,1e-04,0.0003131424600724131,0.0004574413178488612,0.00048591700033284724,0.0003544147766660899,0.0003578730975277722,0.00028330678469501436,0.00011722392810042948,0.00016335368854925036,0.00021187716629356146,0.0002465191937517375,0.00023454346228390932,0.000345872831530869,0.00047662880388088524,0.0005024070269428194,0.00041954757762141526,0.0003966460353694856,0.000289590418105945,0.0003440016880631447,0.0003430109063629061,0.0004899271298199892,0.0005200598388910294,0.00037220880039967597,0.0003698034561239183,0.00030935302493162453,0.0001367605000268668,0.00018327240832149982
31,0.00018534998525865376,0.00020893244072794914,0.00019693806825671345,0.00029354376601986587,0.00044700471335090697,0.00046479093725793064,0.0003357954847160727,0.0003397833788767457,0.00027129793306812644,0.00030479507404379547,1e-04,0.0002947172906715423,0.00044870079727843404,0.00047269524657167494,0.0003499378217384219,0.00034301247796975076,0.00027716808835975826,0.00010507040860829875,0.00014677505532745272,0.00017461813695263118,0.00019932574650738388,0.000174785585841164,0.00025115819880738854,0.00043953608837909997,0.0004673888615798205,0.0003475431294646114,0.0003469843359198421,0.0002661959733814001,0.00029674923280254006,0.00030311886803247035,0.0004553997132461518,0.0004443445068318397,0.0003338873211760074,0.00035183908767066896,0.00027251787832938135,8.75786499818787e-05,0.00012851596693508327
32,0.00019053828145843,0.00020760446204803884,0.0001909323618747294,0.00028659930103458464,0.0004517126362770796,0.00045618615695275366,0.0003428660857025534,0.00032933728653006256,0.00026224975590594113,0.00030029669869691133,1e-04,0.0002865560236386955,0.00044657307444140315,0.00045846786815673113,0.00034179436624981463,0.00034176246845163405,0.00026049884036183357,0.00010554020991548896,0.00014582251606043428,0.0001968798751477152,0.0002341427025385201,0.0002040559338638559,0.0003030332736670971,0.00044335980783216655,0.00045976610272191465,0.0003854472015518695,0.00036605351488105953,0.0002722230274230242,0.00031126377871260047,0.0002904250577557832,0.00045474828220903873,0.00045827272697351873,0.00032787752570584416,0.00035489475703798234,0.0002757389738690108,0.00011227176582906395,0.0001522950187791139
33,0.00019037724996451288,0.00021535811538342386,0.00019991556473542005,0.00028891803231090307,0.00044874302693642676,0.00045803195098415017,0.0003404584713280201,0.00034051918191835284,0.00026910618180409074,0.0003016129194293171,1e-04,0.0002907322777900845,0.00043974723666906357,0.0004525234398897737,0.00032687559723854065,0.00033392058685421944,0.00026460556546226144,0.0001130454838857986,0.00015454513777513057,0.0001749827351886779,0.0002086812019115314,0.00018250559514854103,0.00026438324130140245,0.00043541230843402445,0.00045073023648001254,0.00033565517514944077,0.00031624891562387347,0.00025458421441726387,0.0002903404529206455,0.0002819845685735345,0.0004487152909860015,0.0004257321706973016,0.0003305845020804554,0.0003239892248529941,0.0002572630764916539,0.00010290667705703527,0.0001414278376614675
34,0.00018152693519368768,0.00020507912267930806,0.0001944783580256626,0.00027000525733456016,0.0004224683507345617,0.00043832496157847345,0.0003255148767493665,0.00032714239205233753,0.00025926955277100205,0.00029331896803341806,1e-04,0.00028859006124548614,0.00043864003964699805,0.0004594375495798886,0.00032796169398352504,0.00033150415401905775,0.00025519958580844104,0.0001104217444662936,0.0001508594723418355,0.00018892566731665283,0.00021884945454075933,0.00021187466336414218,0.0002944452571682632,0.00045329576823860407,0.0004608350864145905,0.00035784707870334387,0.00032932477188296616,0.00028501867200247943,0.0003117343585472554,0.00028995072352699935,0.000451569736469537,0.00047626698506064713,0.000360137433744967,0.00033799579250626266,0.00028559312340803444,0.0001231419446412474,0.00017441138334106654
35,0.0001841474586399272,0.00020994139777030796,0.00018883150187321007,0.00028027448570355773,0.0004367040819488466,0.0004437579191289842,0.0003330932813696563,0.0003303573466837406,0.000263248075498268,0.0002945391752291471,1e-04,0.00028195540653541684,0.000425688544055447,0.00044752753456123173,0.00033616949804127216,0.0003279409429524094,0.0002632414980325848,0.0001069905047188513,0.0001472983421990648,0.00019619078375399113,0.0002285788068547845,0.00019939719641115516,0.00028686647419817746,0.00042229736573062837,0.00044675555545836687,0.0003899832081515342,0.0003451718657743186,0.00026881671510636806,0.00030726860859431326,0.0002906834124587476,0.00045964145101606846,0.0004864188958890736,0.00034573813900351524,0.00033394197816960514,0.0002605844638310373,0.00010761636804090813,0.00015488443023059517
